Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Meisterschwanden;5616;00;3115;Meisterschwanden;4202;AG;100%;8.228690056427121;47.29506944609929;de;01.07.2008
Tennwil;5617;00;3116;Meisterschwanden;4202;AG;100%;8.222066970334687;47.305944468426674;de;01.07.2008
Bettwil;5618;00;3117;Bettwil;4227;AG;96.45%;8.266945180528667;47.28944013761489;de;01.07.2008
Bettwil;5618;00;3117;Sarmenstorf;4076;AG;3.56%;8.262232117899853;47.30015090277331;de;01.07.2008
Büttikon AG;5619;00;3110;Büttikon;4064;AG;100%;8.270235281568125;47.32838253058817;de;01.07.2008
Uezwil;5619;02;5977;Uezwil;4078;AG;100%;8.274875635;47.31719533;de;01.07.2008
Bremgarten AG;5620;00;3118;Bremgarten (AG);4063;AG;100%;8.342484278827426;47.350281844897786;de;01.07.2008
Zufikon;5621;00;3119;Zufikon;4083;AG;100%;8.355975769070696;47.34977968284274;de;01.07.2008
Waltenschwil;5622;00;3121;Waltenschwil;4240;AG;100%;8.300889423868846;47.33496678923763;de;01.07.2008
Boswil;5623;00;3122;Boswil;4228;AG;100%;8.314081114176105;47.300281860061304;de;01.07.2008
Bünzen;5624;00;3123;Bünzen;4229;AG;100%;8.325532472608792;47.310646607199544;de;01.07.2008
Waldhäusern AG;5624;02;7485;Bünzen;4229;AG;100%;8.314669712221628;47.32728931426287;de;01.07.2008
Kallern;5625;00;3124;Kallern;4233;AG;100%;8.292618163;47.31089487529104;de;01.07.2008
Hermetschwil-Staffeln;5626;00;3125;Bremgarten (AG);4063;AG;100%;8.340552686334943;47.33075993149066;de;01.07.2008
Besenbüren;5627;00;3126;Besenbüren;4226;AG;100%;8.344081507994668;47.312607388413404;de;01.07.2008
Aristau;5628;00;3127;Aristau;4222;AG;100%;8.361846087537323;47.28901648;de;01.07.2008
Muri AG;5630;00;3128;Muri (AG);4236;AG;98.18%;8.340473142840628;47.27204090769736;de;01.07.2008
Muri AG;5630;00;3128;Aristau;4222;AG;1.17%;8.339308448296878;47.29545522697915;de;01.07.2008
Muri AG;5630;00;3128;Boswil;4228;AG;0.65%;8.318086179;47.28253117;de;01.07.2008
Buttwil;5632;00;3129;Buttwil;4230;AG;88.62%;8.311195039736685;47.26770566190077;de;01.07.2008
Buttwil;5632;00;3129;Boswil;4228;AG;7.72%;8.303849557922138;47.27761960936731;de;01.07.2008
Buttwil;5632;00;3129;Bettwil;4227;AG;3.66%;8.292912746506481;47.280543573052014;de;01.07.2008
Merenschwand;5634;00;3130;Merenschwand;4234;AG;100%;8.376021902519012;47.25985677116608;de;01.07.2008
Benzenschwil;5636;00;3132;Merenschwand;4234;AG;100%;8.366122703553359;47.24828806300403;de;01.07.2008
Beinwil (Freiamt);5637;00;3134;Beinwil (Freiamt);4224;AG;99.22%;8.342312455668882;47.22920948196047;de;01.07.2008
Beinwil (Freiamt);5637;00;3134;Auw;4223;AG;0.79%;8.346984041712085;47.21425862834083;de;01.07.2008
Geltwil;5637;02;5984;Geltwil;4232;AG;100%;8.325415527407472;47.249471982865565;de;01.07.2008
Mühlau;5642;00;3135;Mühlau;4235;AG;97.90%;8.388861300450879;47.22993239466825;de;01.07.2008
Mühlau;5642;00;3135;Auw;4223;AG;1.29%;8.376985737333067;47.22746607552481;de;01.07.2008
Mühlau;5642;00;3135;Hünenberg;1703;ZG;0.81%;8.396816019048543;47.22799549011002;de;01.07.2008
Sins;5643;00;3136;Sins;4239;AG;100%;8.392122464866352;47.193618289380204;de;01.07.2008
Alikon;5643;02;3142;Sins;4239;AG;100%;8.358878402472984;47.19812559693002;de;01.07.2008
Meienberg;5643;03;8917;Sins;4239;AG;95.87%;8.375936608928415;47.19775412467634;de;01.07.2008
Meienberg;5643;03;8917;Auw;4223;AG;4.13%;8.369884862425296;47.204162922919664;de;01.07.2008
Auw;5644;00;3138;Auw;4223;AG;100%;8.365426299000342;47.21117924686905;de;01.07.2008
Aettenschwil;5645;00;3139;Sins;4239;AG;100%;8.371614848793394;47.18378346442805;de;01.07.2008
Fenkrieden;5645;02;8366;Sins;4239;AG;100%;8.370787955214135;47.160555071564026;de;01.07.2008
Abtwil AG;5646;00;3140;Abtwil;4221;AG;100%;8.355485962;47.17498966542388;de;01.07.2008
Oberrüti;5647;00;3141;Oberrüti;4237;AG;100%;8.396506234179865;47.165750106333014;de;01.07.2008
Niederlenz;5702;00;3144;Niederlenz;4204;AG;100%;8.174457480290203;47.40171867568515;de;01.07.2008
Seon;5703;00;3145;Seon;4209;AG;99.92%;8.160234784;47.34830821415178;de;01.07.2008
Seon;5703;00;3145;Egliswil;4195;AG;0.08%;8.171688830280738;47.354532389304794;de;01.07.2008
Egliswil;5704;00;3146;Egliswil;4195;AG;100%;8.186932065338251;47.349469563094445;de;01.07.2008
Hallwil;5705;00;3147;Hallwil;4197;AG;100%;8.175528204556997;47.32776658669387;de;01.07.2008
Boniswil;5706;00;3148;Boniswil;4192;AG;99.64%;8.187261760902725;47.315431179494354;de;01.07.2008
Boniswil;5706;00;3148;Leutwil;4138;AG;0.36%;8.178546928879092;47.31457889376204;de;01.07.2008
Seengen;5707;00;3149;Seengen;4208;AG;100%;8.207499488298813;47.325615225148276;de;01.07.2008
Birrwil;5708;00;3150;Birrwil;4132;AG;98.67%;8.197108496338997;47.289803483421835;de;01.07.2008
Birrwil;5708;00;3150;Boniswil;4192;AG;1.33%;8.196760722383784;47.29976310940048;de;01.07.2008
Beinwil am See;5712;00;3151;Beinwil am See;4131;AG;100%;8.202953732;47.26591933160853;de;01.07.2008
Gränichen;5722;00;3152;Gränichen;4006;AG;99.89%;8.099245885939416;47.36080685453346;de;01.07.2008
Gränichen;5722;00;3152;Unterkulm;4146;AG;0.11%;8.103708675798835;47.33758405200441;de;01.07.2008
Teufenthal AG;5723;00;3153;Teufenthal (AG);4145;AG;96.90%;8.119278069151468;47.32893038622093;de;01.07.2008
Teufenthal AG;5723;00;3153;Unterkulm;4146;AG;1.71%;8.107329122281172;47.33401024541137;de;01.07.2008
Teufenthal AG;5723;00;3153;Gränichen;4006;AG;1.39%;8.112625325;47.334312262129416;de;01.07.2008
Dürrenäsch;5724;00;3154;Dürrenäsch;4134;AG;99.00%;8.157461195678867;47.321224350022305;de;01.07.2008
Dürrenäsch;5724;00;3154;Teufenthal (AG);4145;AG;1.01%;8.144093539271458;47.33266717384406;de;01.07.2008
Leutwil;5725;00;3156;Leutwil;4138;AG;100%;8.173275829712077;47.30926064425283;de;01.07.2008
Unterkulm;5726;00;3157;Unterkulm;4146;AG;99.68%;8.112110272458057;47.312368135278895;de;01.07.2008
Unterkulm;5726;00;3157;Dürrenäsch;4134;AG;0.32%;8.130691234;47.31841065678104;de;01.07.2008
Oberkulm;5727;00;3158;Oberkulm;4140;AG;100%;8.121466260633746;47.30142049746459;de;01.07.2008
Gontenschwil;5728;00;3159;Gontenschwil;4135;AG;100%;8.144818613026235;47.27047259562206;de;01.07.2008
Zetzwil;5732;00;3160;Zetzwil;4147;AG;100%;8.151477340557832;47.28718009885325;de;01.07.2008
Leimbach AG;5733;00;3161;Leimbach (AG);4137;AG;100%;8.169338776330054;47.27282944099615;de;01.07.2008
Reinach AG;5734;00;3162;Reinach (AG);4141;AG;100%;8.182706510065186;47.25621126619139;de;01.07.2008
Pfeffikon LU;5735;00;3167;Rickenbach (LU);1097;LU;100%;8.175957149736588;47.247727392048404;de;01.07.2008
Burg AG;5736;00;3168;Menziken;4139;AG;100%;8.179811664599775;47.23609912;de;01.07.2008
Menziken;5737;00;3169;Menziken;4139;AG;100%;8.189750881776549;47.24040635424348;de;01.07.2008
Kölliken;5742;00;3172;Kölliken;4276;AG;100%;8.022488154355882;47.33482106;de;01.07.2008
Safenwil;5745;00;3173;Safenwil;4283;AG;100%;7.982091804708725;47.32162520632467;de;01.07.2008
Walterswil SO;5746;00;3174;Walterswil (SO);2585;SO;91.89%;7.967718352585636;47.32614426675937;de;01.07.2008
Walterswil SO;5746;00;3174;Dulliken;2573;SO;8.11%;7.948357022024802;47.33505498862319;de;01.07.2008
Luzern;6003;00;3217;Luzern;1061;LU;100%;8.301111086609605;47.048259637038655;de;01.07.2008
Luzern;6004;00;3218;Luzern;1061;LU;99.84%;8.304197469010445;47.05683615455074;de;01.07.2008
Luzern;6004;00;3218;Ebikon;1054;LU;0.16%;8.297031709645152;47.06391543825613;de;01.07.2008
Luzern;6005;00;3219;Luzern;1061;LU;89.50%;8.312844012717699;47.039787038903114;de;01.07.2008
Luzern;6005;00;3219;Kriens;1059;LU;7.20%;8.292570106;47.04083917657768;de;01.07.2008
Luzern;6005;00;3219;Horw;1058;LU;3.30%;8.311009008958498;47.033755965477376;de;01.07.2008
St. Niklausen LU;6005;02;6127;Horw;1058;LU;100%;8.334459910294242;47.02931143135362;de;01.11.2014
Luzern;6006;00;3220;Luzern;1061;LU;99.77%;8.327780475071997;47.058131266489134;de;01.07.2008
Luzern;6006;00;3220;Meggen;1063;LU;0.19%;8.354374629123106;47.037574201307535;de;01.07.2008
Luzern;6006;00;3220;Ebikon;1054;LU;0.03%;8.315302547126713;47.06784342348129;de;01.07.2008
Kriens;6010;00;3221;Kriens;1059;LU;99.90%;8.281896488645383;47.032354305213836;de;01.07.2008
Kriens;6010;00;3221;Hergiswil (NW);1507;NW;0.10%;8.251989548093833;46.99057884211467;de;01.07.2008
Pilatus Kulm;6010;02;3285;Alpnach;1401;OW;100%;8.254757171002154;46.97910462945509;de;01.07.2008
Obernau;6012;00;3222;Kriens;1059;LU;100%;8.252292223153946;47.032253101753625;de;01.07.2008
Eigenthal;6013;00;3223;Schwarzenberg;1066;LU;94.41%;8.217976104969235;47.00573855838806;de;01.07.2008
Eigenthal;6013;00;3223;Hergiswil (NW);1507;NW;2.96%;8.224987066434123;46.98521685506856;de;01.07.2008
Eigenthal;6013;00;3223;Kriens;1059;LU;2.63%;8.223866717;47.01738358316834;de;01.07.2008
Luzern;6014;00;3224;Luzern;1061;LU;92.56%;8.262799746291384;47.05250800655819;de;01.07.2008
Luzern;6014;00;3224;Malters;1062;LU;7.44%;8.235676825284305;47.053616980080804;de;01.07.2008
Luzern;6015;00;3225;Luzern;1061;LU;100%;8.278116430057203;47.064055235950875;de;01.07.2008
Hellbühl;6016;00;3226;Neuenkirch;1093;LU;45.92%;8.199456891705216;47.07229419415232;de;01.07.2008
Hellbühl;6016;00;3226;Malters;1062;LU;24.79%;8.193401778337687;47.060235332867585;de;01.07.2008
Hellbühl;6016;00;3226;Ruswil;1098;LU;18.31%;8.184601167;47.07011577386523;de;01.07.2008
Hellbühl;6016;00;3226;Luzern;1061;LU;10.99%;8.215634444109073;47.07292355416115;de;01.07.2008
Ruswil;6017;00;3227;Ruswil;1098;LU;100%;8.123361884211642;47.08520432801386;de;01.07.2008
Buttisholz;6018;00;3229;Buttisholz;1083;LU;98.69%;8.093264324387068;47.113903517728374;de;01.07.2008
Buttisholz;6018;00;3229;Ruswil;1098;LU;1.10%;8.091815366025834;47.09664095770889;de;01.07.2008
Buttisholz;6018;00;3229;Oberkirch;1095;LU;0.21%;8.096678070503998;47.13974514525272;de;01.07.2008
Sigigen;6019;00;3228;Ruswil;1098;LU;97.73%;8.135760789;47.06138216985647;de;01.07.2008
Sigigen;6019;00;3228;Malters;1062;LU;2.27%;8.151561406;47.04683864860943;de;01.07.2008
Emmenbrücke;6020;00;3230;Emmen;1024;LU;98.18%;8.271291320177276;47.07809286680667;de;01.07.2008
Emmenbrücke;6020;00;3230;Ebikon;1054;LU;0.92%;8.296872982610111;47.066336417014526;de;01.07.2008
Emmenbrücke;6020;00;3230;Luzern;1061;LU;0.90%;8.289051268377833;47.065524473239826;de;01.07.2008
Grosswangen;6022;00;3235;Grosswangen;1086;LU;99.69%;8.049102090185816;47.132892241007525;de;01.07.2008
Grosswangen;6022;00;3235;Buttisholz;1083;LU;0.18%;8.083698136533137;47.13251458977021;de;01.07.2008
Grosswangen;6022;00;3235;Ettiswil;1128;LU;0.12%;8.031770411522984;47.14353870963658;de;01.07.2008
Rothenburg;6023;00;3236;Rothenburg;1040;LU;99.19%;8.269091761448621;47.09846545029552;de;01.07.2008
Rothenburg;6023;00;3236;Neuenkirch;1093;LU;0.53%;8.234120774959184;47.11288946882991;de;01.07.2008
Rothenburg;6023;00;3236;Emmen;1024;LU;0.28%;8.247766718369412;47.08551124383052;de;01.07.2008
Hildisrieden;6024;00;3238;Hildisrieden;1088;LU;99.46%;8.226013805847845;47.15032071906184;de;01.07.2008
Hildisrieden;6024;00;3238;Neuenkirch;1093;LU;0.33%;8.228939386883946;47.13412715591973;de;01.07.2008
Hildisrieden;6024;00;3238;Sempach;1102;LU;0.22%;8.206298061661176;47.15746122326408;de;01.07.2008
Neudorf;6025;00;3239;Beromünster;1081;LU;100%;8.208660363;47.17775659947522;de;01.07.2008
Rain;6026;00;3240;Rain;1037;LU;97.06%;8.252897627;47.12851787795462;de;01.07.2008
Rain;6026;00;3240;Römerswil;1039;LU;1.20%;8.258415075639117;47.14540787789066;de;01.07.2008
Rain;6026;00;3240;Eschenbach (LU);1026;LU;1.01%;8.28322202;47.12744462219397;de;01.07.2008
Rain;6026;00;3240;Rothenburg;1040;LU;0.74%;8.281854388761394;47.11926886377915;de;01.07.2008
Römerswil LU;6027;00;3241;Römerswil;1039;LU;100%;8.247072062921921;47.16957746226019;de;01.07.2008
Herlisberg;6028;00;3242;Römerswil;1039;LU;93.75%;8.234583612593358;47.19372665158232;de;01.07.2008
Herlisberg;6028;00;3242;Beromünster;1081;LU;6.25%;8.221231085551077;47.20690808463635;de;01.07.2008
Ebikon;6030;00;3243;Ebikon;1054;LU;99.53%;8.342063356462178;47.08005892683601;de;01.07.2008
Ebikon;6030;00;3243;Buchrain;1052;LU;0.31%;8.345574282;47.08909876726265;de;01.07.2008
Ebikon;6030;00;3243;Adligenswil;1051;LU;0.16%;8.355642876246831;47.0781503;de;01.07.2008
Emmen;6032;00;3244;Emmen;1024;LU;96.18%;8.299191142067592;47.08445399168744;de;01.07.2008
Emmen;6032;00;3244;Ebikon;1054;LU;3.82%;8.313889542;47.078873707721066;de;01.07.2008
Buchrain;6033;00;3245;Buchrain;1052;LU;100%;8.350580584821738;47.09692123662196;de;01.07.2008
Inwil;6034;00;3246;Inwil;1033;LU;85.17%;8.351959776184726;47.12374384461199;de;01.07.2008
Inwil;6034;00;3246;Eschenbach (LU);1026;LU;6.76%;8.336009576562674;47.11647516591532;de;01.07.2008
Inwil;6034;00;3246;Ballwil;1023;LU;6.68%;8.348666008770808;47.139323086998054;de;01.07.2008
Inwil;6034;00;3246;Dietwil;4231;AG;0.98%;8.379723047332048;47.13991874152554;de;01.07.2008
Inwil;6034;00;3246;Sins;4239;AG;0.41%;8.374667611519518;47.14484452898089;de;01.07.2008
Perlen;6035;00;3247;Buchrain;1052;LU;65.87%;8.357833897308026;47.10738820980095;de;01.07.2008
Perlen;6035;00;3247;Root;1065;LU;34.13%;8.369216936630432;47.111911321675805;de;01.07.2008
Dierikon;6036;00;3248;Dierikon;1053;LU;100%;8.367954250651328;47.09456915825036;de;01.07.2008
Root;6037;00;3249;Root;1065;LU;99.79%;8.388915139;47.112613746797756;de;01.07.2008
Root;6037;00;3249;Dierikon;1053;LU;0.21%;8.369431028757162;47.10223939940872;de;01.07.2008
Gisikon;6038;00;3251;Gisikon;1055;LU;87.95%;8.400383717017595;47.12462637211462;de;01.07.2008
Gisikon;6038;00;3251;Inwil;1033;LU;11.09%;8.395844732863019;47.13361417921913;de;01.07.2008
Gisikon;6038;00;3251;Root;1065;LU;0.96%;8.400999222310613;47.12147278460119;de;01.07.2008
Honau;6038;02;5945;Root;1065;LU;100%;8.406484714602229;47.13112392729769;de;01.07.2008
Root D4;6039;00;7966;Root;1065;LU;100%;8.374170098939125;47.103541258330765;de;01.01.2014
Dietwil;6042;00;3253;Dietwil;4231;AG;100%;8.391539618301948;47.14830418509373;de;01.07.2008
Adligenswil;6043;00;3254;Adligenswil;1051;LU;100%;8.364849060491428;47.07037816052481;de;01.07.2008
Udligenswil;6044;00;3255;Udligenswil;1067;LU;98.05%;8.399640299092653;47.08980175665921;de;01.07.2008
Udligenswil;6044;00;3255;Root;1065;LU;1.95%;8.395029499326377;47.101561470259064;de;01.07.2008
Meggen;6045;00;3256;Meggen;1063;LU;100%;8.371862700105556;47.048210156932434;de;01.07.2008
Kastanienbaum;6047;00;3257;Horw;1058;LU;100%;8.336270770690588;47.01015455053772;de;01.07.2008
Horw;6048;00;3258;Horw;1058;LU;99.14%;8.312292551418835;47.018849486004655;de;01.07.2008
Horw;6048;00;3258;Kriens;1059;LU;0.87%;8.304076359403265;47.02159242825688;de;01.07.2008
Hergiswil NW;6052;00;3259;Hergiswil (NW);1507;NW;99.80%;8.30812072;46.98948343;de;01.07.2008
Hergiswil NW;6052;00;3259;Horw;1058;LU;0.20%;8.31207809;46.99839504737862;de;01.07.2008
Alpnachstad;6053;00;3260;Alpnach;1401;OW;100%;8.287855558609696;46.965805243543244;de;01.07.2008
Alpnach Dorf;6055;00;3261;Alpnach;1401;OW;100%;8.262879929873503;46.936941020850725;de;01.07.2008
Kägiswil;6056;00;3262;Sarnen;1407;OW;100%;8.258360082813132;46.91958475680476;de;01.07.2008
Sarnen;6060;00;3263;Sarnen;1407;OW;100%;8.245882852540044;46.895663796820195;de;01.07.2008
Ramersberg;6060;02;3265;Sarnen;1407;OW;100%;8.230824418;46.89970908362981;de;01.07.2008
Wilen (Sarnen);6062;00;3267;Sarnen;1407;OW;100%;8.210786543954136;46.87429814297217;de;01.07.2008
Stalden (Sarnen);6063;00;3268;Sarnen;1407;OW;100%;8.196205675853296;46.88500149523097;de;01.07.2008
Kerns;6064;00;3269;Kerns;1404;OW;99.87%;8.281052919339427;46.903182795789334;de;01.07.2008
Kerns;6064;00;3269;Alpnach;1401;OW;0.13%;8.280390986;46.92630672860562;de;01.07.2008
St. Niklausen OW;6066;00;3270;Kerns;1404;OW;100%;8.284328078319675;46.877745562569906;de;01.07.2008
Melchtal;6067;00;3271;Kerns;1404;OW;89.36%;8.292768571977955;46.83176809877866;de;01.07.2008
Melchtal;6067;00;3271;Sachseln;1406;OW;10.64%;8.289046837741884;46.840126004783066;de;01.07.2008
Melchsee-Frutt;6068;00;3266;Kerns;1404;OW;100%;8.272945384;46.775636180590176;de;01.07.2008
Sachseln;6072;00;3272;Sachseln;1406;OW;100%;8.235025999621971;46.86525325549305;de;01.07.2008
Flüeli-Ranft;6073;00;3273;Sachseln;1406;OW;100%;8.261214595255769;46.87273242691918;de;01.07.2008
Giswil;6074;00;3274;Giswil;1403;OW;95.60%;8.167948685230924;46.84274332;de;01.07.2008
Giswil;6074;00;3274;Sachseln;1406;OW;4.40%;8.191611457214158;46.849219883311285;de;01.07.2008
Lungern;6078;00;3279;Lungern;1405;OW;100%;8.156731605769929;46.78511559741363;de;01.07.2008
Bürglen OW;6078;02;3278;Lungern;1405;OW;100%;8.167666752923314;46.813194126341095;de;01.07.2008
Hasliberg Hohfluh;6083;00;3281;Hasliberg;783;BE;100%;8.175996796840261;46.749729335806805;de;01.07.2008
Hasliberg Wasserwendi;6084;00;3282;Hasliberg;783;BE;100%;8.202820140212802;46.74928312656765;de;01.07.2008
Hasliberg Goldern;6085;00;3283;Hasliberg;783;BE;100%;8.199315688132165;46.73928513102882;de;01.07.2008
Hasliberg Reuti;6086;00;3284;Hasliberg;783;BE;100%;8.216388739679358;46.7299943;de;01.07.2008
Malters;6102;00;3286;Malters;1062;LU;100%;8.179581592397122;47.038421495137875;de;01.07.2008
Schwarzenberg LU;6103;00;3288;Schwarzenberg;1066;LU;100%;8.177457514773488;47.01507401559944;de;01.07.2008
Schachen LU;6105;00;3289;Werthenstein;1009;LU;97.89%;8.138787771065374;47.03510629697776;de;01.07.2008
Schachen LU;6105;00;3289;Ruswil;1098;LU;1.55%;8.131356722103032;47.04755597828459;de;01.07.2008
Schachen LU;6105;00;3289;Entlebuch;1002;LU;0.56%;8.120020157065916;47.00669479822638;de;01.07.2008
Werthenstein;6106;00;3290;Ruswil;1098;LU;61.69%;8.100621539378036;47.05774001734367;de;01.07.2008
Werthenstein;6106;00;3290;Werthenstein;1009;LU;38.31%;8.10127778;47.04586241248865;de;01.07.2008
Wolhusen;6110;00;3291;Wolhusen;1107;LU;75.42%;8.073689268605696;47.06207484263531;de;01.07.2008
Wolhusen;6110;00;3291;Werthenstein;1009;LU;18.94%;8.073485951853405;47.050454058094815;de;01.07.2008
Wolhusen;6110;00;3291;Ruswil;1098;LU;4.06%;8.092014077194785;47.06214301318794;de;01.07.2008
Wolhusen;6110;00;3291;Menznau;1136;LU;1.13%;8.023105280988235;47.03103975895695;de;01.07.2008
Wolhusen;6110;00;3291;Entlebuch;1002;LU;0.34%;8.067744310523054;47.028824936895326;de;01.07.2008
Wolhusen;6110;00;3291;Doppleschwand;1001;LU;0.11%;8.058734131;47.028945906422244;de;01.07.2008
Fontannen b. Wolhusen;6110;02;3294;Romoos;1007;LU;100%;7.994319591875869;47.02466106182192;de;01.07.2008
Doppleschwand;6112;00;3295;Doppleschwand;1001;LU;100%;8.053986802701948;47.017628335123604;de;01.07.2008
Romoos;6113;00;3296;Romoos;1007;LU;100%;8.016105454;47.00772336497999;de;01.07.2008
Steinhuserberg;6114;00;3293;Wolhusen;1107;LU;100%;8.046352996073956;47.04622908686901;de;01.07.2008
Menznau;6122;00;3297;Menznau;1136;LU;99.13%;8.039423321951016;47.08317299785475;de;01.07.2008
Menznau;6122;00;3297;Wolhusen;1107;LU;0.19%;8.040546051096884;47.055308895829896;de;01.07.2008
Menznau;6122;00;3297;Willisau;1151;LU;0.68%;8.022505514224338;47.09361816964202;de;01.07.2008
Geiss;6123;00;3298;Menznau;1136;LU;100%;8.058701634366637;47.09220076992881;de;01.07.2008
Menzberg;6125;00;3300;Menznau;1136;LU;83.57%;8.001410708999884;47.04106088177436;de;01.07.2008
Menzberg;6125;00;3300;Willisau;1151;LU;8.45%;7.991783999254407;47.05307129;de;01.07.2008
Menzberg;6125;00;3300;Hergiswil bei Willisau;1132;LU;7.98%;7.976469880902836;47.04314130706585;de;01.07.2008
Daiwil;6126;00;3301;Willisau;1151;LU;100%;8.013278569999969;47.09135733166525;de;01.07.2008
Willisau;6130;00;3302;Willisau;1151;LU;99.28%;7.991506910350354;47.11817058048211;de;01.07.2008
Willisau;6130;00;3302;Hergiswil bei Willisau;1132;LU;0.56%;7.977037262363932;47.090534264230605;de;01.07.2008
Willisau;6130;00;3302;Menznau;1136;LU;0.16%;8.030364028;47.10354907978126;de;01.07.2008
Rohrmatt;6132;00;3304;Willisau;1151;LU;56.39%;7.982212312680632;47.09507414745131;de;01.07.2008
Rohrmatt;6132;00;3304;Hergiswil bei Willisau;1132;LU;43.61%;7.978740149315336;47.069990333329876;de;01.07.2008
Hergiswil b. Willisau;6133;00;3306;Hergiswil bei Willisau;1132;LU;98.77%;7.954157377983138;47.07382719543957;de;01.07.2008
Hergiswil b. Willisau;6133;00;3306;Willisau;1151;LU;1.23%;7.9487987153308906;47.09738234410864;de;01.07.2008
Gettnau;6142;00;3308;Willisau;1151;LU;100%;7.969720340630302;47.140356061033934;de;01.07.2008
Ohmstal;6143;00;3309;Schötz;1143;LU;97.78%;7.955976422618359;47.15871447980713;de;01.07.2008
Ohmstal;6143;00;3309;Willisau;1151;LU;2.22%;7.970472348542287;47.14838514382593;de;01.07.2008
Zell LU;6144;00;3310;Zell (LU);1150;LU;99.03%;7.928102703560043;47.13754520037687;de;01.07.2008
Zell LU;6144;00;3310;Altishofen;1123;LU;0.78%;7.931071643869619;47.16225974163588;de;01.07.2008
Zell LU;6144;00;3310;Willisau;1151;LU;0.19%;7.927416603136611;47.11723734801974;de;01.07.2008
Fischbach LU;6145;00;3311;Fischbach;1129;LU;99.56%;7.908328656759246;47.15249626717717;de;01.07.2008
Fischbach LU;6145;00;3311;Grossdietwil;1131;LU;0.44%;7.887096887358019;47.150480933851235;de;01.07.2008
Grossdietwil;6146;00;3312;Grossdietwil;1131;LU;99.14%;7.887114814797431;47.17008495663699;de;01.07.2008
Grossdietwil;6146;00;3312;Melchnau;333;BE;0.86%;7.876412215969167;47.166195346122684;de;01.07.2008
Altbüron;6147;00;3313;Altbüron;1122;LU;83.64%;7.882107832256793;47.183470743894844;de;01.07.2008
Altbüron;6147;00;3313;Grossdietwil;1131;LU;14.53%;7.9071336990145795;47.19378779029994;de;01.07.2008
Altbüron;6147;00;3313;Pfaffnau;1139;LU;1.41%;7.860782313991357;47.20126167208741;de;01.07.2008
Altbüron;6147;00;3313;Melchnau;333;BE;0.42%;7.875466440582339;47.17961032279134;de;01.07.2008
Hüswil;6152;00;3314;Zell (LU);1150;LU;95.17%;7.907198907354767;47.12734189544244;de;01.07.2008
Hüswil;6152;00;3314;Fischbach;1129;LU;4.83%;7.890117787860562;47.13043247471847;de;01.07.2008
Ufhusen;6153;00;3315;Ufhusen;1145;LU;96.59%;7.894869485661622;47.11263959212606;de;01.07.2008
Ufhusen;6153;00;3315;Luthern;1135;LU;1.77%;7.901753045662593;47.09346162062482;de;01.07.2008
Ufhusen;6153;00;3315;Zell (LU);1150;LU;1.50%;7.916482141307328;47.11013221;de;01.07.2008
Ufhusen;6153;00;3315;Fischbach;1129;LU;0.14%;7.888896962613909;47.12788267720002;de;01.07.2008
Hofstatt;6154;00;3316;Luthern;1135;LU;97.38%;7.9067909435421075;47.08363658168665;de;01.07.2008
Hofstatt;6154;00;3316;Willisau;1151;LU;2.62%;7.926128700844442;47.10022415285057;de;01.07.2008
Luthern;6156;00;3317;Luthern;1135;LU;94.28%;7.914701019467532;47.059389229312444;de;01.07.2008
Luthern;6156;00;3317;Willisau;1151;LU;3.24%;7.925829789660345;47.084717876109764;de;01.07.2008
Luthern;6156;00;3317;Hergiswil bei Willisau;1132;LU;2.48%;7.925771646838146;47.0783136;de;01.07.2008
Luthern Bad;6156;02;6551;Luthern;1135;LU;100%;7.925454060122383;47.03169300094435;de;01.07.2008
Entlebuch;6162;00;3320;Entlebuch;1002;LU;98.90%;8.067107417754592;46.99352163533472;de;01.07.2008
Entlebuch;6162;00;3320;Hasle (LU);1005;LU;1.10%;8.059154960517272;46.993645869016056;de;01.07.2008
Rengg;6162;02;3322;Entlebuch;1002;LU;100%;8.099685714172578;47.00101167954165;de;01.07.2008
Finsterwald b. Entlebuch;6162;03;3323;Entlebuch;1002;LU;88.91%;8.113718248393432;46.96879824754948;de;01.07.2008
Finsterwald b. Entlebuch;6162;03;3323;Hasle (LU);1005;LU;11.09%;8.119807209362795;46.94013854838843;de;01.07.2008
Ebnet;6163;00;3321;Entlebuch;1002;LU;100%;8.078168583806507;47.021517106213714;de;01.07.2008
Hasle LU;6166;00;3324;Hasle (LU);1005;LU;97.21%;8.051242404371509;46.975364766889264;de;01.07.2008
Hasle LU;6166;00;3324;Entlebuch;1002;LU;2.21%;8.016039045846115;46.97829992068762;de;01.07.2008
Hasle LU;6166;00;3324;Romoos;1007;LU;0.57%;8.028150206;46.99085884027297;de;01.07.2008
Bramboden;6167;00;3326;Romoos;1007;LU;100%;7.982828787726365;46.981133843518755;de;01.07.2008
Schüpfheim;6170;00;3328;Schüpfheim;1008;LU;98.02%;8.016487516048864;46.95155435;de;01.07.2008
Schüpfheim;6170;00;3328;Romoos;1007;LU;0.91%;7.9809853018387535;46.97428811885555;de;01.07.2008
Schüpfheim;6170;00;3328;Flühli;1004;LU;0.59%;8.040781538661456;46.91206521097819;de;01.07.2008
Schüpfheim;6170;00;3328;Escholzmatt-Marbach;1010;LU;0.32%;7.990774679;46.92679971772469;de;01.07.2008
